#
# SED templates.  MS (main sequence star forming at z=0.5) and starburst are from '
# Magdis et al. 2012. The 70% AGN tempate is from Ciesla 2015
#
#  Wave (um)   Flux_MS (mJy)  Flux_Burst (mJy)   Flux AGN (mJy)
      251.200       92.095758       118.18115       13.538402
      253.500       90.005451       115.00022       13.231119
      255.900       87.974950       111.89483       12.932628
      258.200       85.945634       108.82834       12.634312
      260.600       83.916326       105.83739       12.335996
      263.000       81.947999       102.92272       12.046645
      265.500       80.038342       100.08362       11.765919
      267.900       78.129838       97.320769       11.485362
      270.400       76.281165       94.633477       11.213601
      272.900       74.433669       91.985070       10.942012
      275.400       72.645998       89.449605       10.679218
      278.000       70.916970       86.953020       10.425045
      280.500       69.189117       84.532739       10.171045
      283.100       67.521091       82.187249       9.9258388
      285.800       65.911720       79.880643       9.6892556
      288.400       64.303504       77.648832       9.4528421
      291.100       62.697655       75.456666       9.2167767
      293.800       61.149275       73.339298       8.9891594
      296.500       59.660712       71.260063       8.7703353
      299.200       58.179082       69.256367       8.5525306
      302.000       56.733112       67.290822       8.3399678
      304.800       55.311298       65.364165       8.1309562
      307.600       53.925143       63.512306       7.9271865
      310.500       52.568903       61.698588       7.7278144
      313.300       51.242580       59.960408       7.5328402
      316.200       49.946161       58.222975       7.3422620
      319.200       48.673908       56.560344       7.1552364
      322.100       47.437317       54.936598       6.9734532
      325.100       46.219142       53.350245       6.7943770
      328.100       45.036620       51.838690       6.6205421
      331.100       43.878272       50.328630       6.4502609
      334.200       42.742909       48.893357       6.2833586
      337.300       41.638633       47.458840       6.1210261
      340.400       40.557350       46.099119       5.9620737
      343.600       39.500343       44.740879       5.8066898
      346.700       38.472900       43.456693       5.6556522
      349.900       37.463520       42.210649       5.5072697
      353.200       36.483820       40.966104       5.3632503
      356.500       35.522183       39.794854       5.2218864
      359.700       34.584468       38.625094       5.0840389
      363.100       33.670459       37.489822       4.9496764
      366.400       32.780257       36.395607       4.8188135
      369.800       31.908001       35.331456       4.6905888
      373.300       31.059563       34.297379       4.5658654
      376.700       30.234814       33.290448       4.4446245
      380.200       29.428014       32.312832       4.3260219
      383.700       28.639163       31.366035       4.2100581
      387.300       27.868256       30.441971       4.0967320
      390.800       27.120930       29.547979       3.9868724
      394.500       26.391546       28.676722       3.8796505
      398.100       25.679995       27.831863       3.7750499
      401.800       24.986393       27.013633       3.6730880
      405.500       24.310620       26.217916       3.5737470
      409.300       23.652558       25.444860       3.4770096
      413.000       23.006580       24.694470       3.3820485
      416.900       22.384295       23.963072       3.2905703
      420.700       21.773858       23.254264       3.2008340
      424.600       21.181249       22.568117       3.1137184
      428.500       20.600607       21.900819       3.0283619
      432.500       20.037795       21.252443       2.9456266
      436.500       19.492579       20.622914       2.8654779
      440.600       18.953695       20.012232       2.7862601
      444.600       18.432407       19.420473       2.7096289
      448.700       17.928832       18.843823       2.6356016
      452.900       17.437221       18.282281       2.5633331
      457.100       16.951711       17.739587       2.4919614
      461.300       16.483912       17.212002       2.4231933
      465.600       16.027960       16.703187       2.3561668
      469.900       15.583858       16.205819       2.2908821
      474.200       15.151600       15.723555       2.2273388
      478.600       14.731308       15.256251       2.1655544
      483.100       14.322748       14.800466       2.1054946
      487.500       13.926152       14.359639       2.0471935
      492.000       13.535539       13.930182       1.9897720
      496.600       13.156771       13.515755       1.9340917
      501.200       12.789853       13.112698       1.8801535
      505.800       12.434663       12.720936       1.8279394
      510.500       12.085574       12.340540       1.7766221
      515.200       11.748215       11.975029       1.7270291
      520.000       11.416955       11.617222       1.6783327
      524.800       11.097426       11.270709       1.6313609
      529.700       10.789627       10.931822       1.5861133
      534.600       10.482063       10.604233       1.5409003
      539.500       10.192093       10.287859       1.4982736
      544.500       9.9023588       9.9827055       1.4556817
      549.500       9.6242366       9.6815924       1.4147968
      554.600       9.3522139       9.3952850       1.3748085
      559.800       9.0919225       9.1129447       1.3365447
      564.900       8.8317478       8.8418209       1.2982981
      570.200       8.5833039       8.5781783       1.2617760
      575.400       8.3408406       8.3221628       1.2261330
      580.800       8.1043610       8.0700373       1.1913697
      586.100       7.8737462       7.8290566       1.1574685
      591.600       7.6548619       7.5956285       1.1252917
      597.000       7.4362119       7.3696801       1.0931494
      602.600       7.2291746       7.1476213       1.0627142
      608.100       7.0222542       6.9367815       1.0322962
      613.800       6.8213171       6.7296809       1.0027577
      619.400       6.6262440       6.5264692      0.97408127
      625.200       6.4429021       6.3308123      0.94712936
      631.000       6.2596770       6.1425593      0.92019463
      636.800       6.0823174       5.9581206      0.89412213
      642.700       5.9050750       5.7812373      0.86806688
      648.600       5.7389881       5.6080920      0.84365151
      654.600       5.5758917       5.4424272      0.81967577
      660.700       5.4173937       5.2769108      0.79637601
      666.800       5.2638461       5.1225389      0.77380396
      673.000       5.1148968       4.9683171      0.75190789
      679.200       4.9700877       4.8214990      0.73062045
      685.500       4.8282705       4.6784963      0.70977281
      691.800       4.6905938       4.5393073      0.68953385
      698.200       4.5570577       4.4037832      0.66990357
      704.700       4.4270643       4.2720737      0.65079409
      711.200       4.3006251       4.1441782      0.63220708
      717.800       4.1777403       4.0200231      0.61414257
      724.400       4.0583975       3.8996070      0.59659877
      731.100       3.9420224       3.7830052      0.57949121
      737.900       3.8291908       3.6701434      0.56290456
      744.700       3.7198886       3.5602880      0.54683676
      751.600       3.6129800       3.4538058      0.53112083
      758.600       3.5101887       3.3510633      0.51601014
      765.600       3.4091925       3.2510359      0.50116333
      772.700       3.3117265       3.1539403      0.48683548
      779.800       3.2166420       3.0595597      0.47285774
      787.000       3.1244898       2.9681109      0.45931104
      794.300       3.0341442       2.8793396      0.44602991
      801.700       2.9473173       2.7931935      0.43326605
      809.100       2.8622741       2.7093140      0.42076441
      816.600       2.7795998       2.6280670      0.40861099
      824.100       2.6992836       2.5490785      0.39680423
      831.800       2.6213370       2.4727152      0.38534579
      839.500       2.5451610       2.3982442      0.37414766
      847.200       2.4713550       2.3260321      0.36329791
      855.100       2.3993203       2.2560712      0.35270855
      863.000       2.3296431       2.1879951      0.34246576
      871.000       2.2617489       2.1221778      0.33248508
      879.000       2.1962007       2.0582375      0.32284926
      887.200       2.1318494       1.9961822      0.31338940
      895.400       2.0698555       1.9356377      0.30427607
      903.600       2.0090460       1.8773367      0.29533686
      912.000       1.9505949       1.8201805      0.28674433
      920.400       1.8933285       1.7652753      0.27832597
      929.000       1.8378446       1.7118659      0.27016965
      937.600       1.7835459       1.6599748      0.26218755
      946.200       1.7315814       1.6095874      0.25454857
      955.000       1.6802385       1.5607028      0.24700099
      963.800       1.6312300       1.5133220      0.23979658
      972.700       1.5828430       1.4674441      0.23268351
      981.700       1.5362040       1.4227032      0.22582741
      990.800       1.4913362       1.3794657      0.21923169
      1000.00       1.4470783       1.3377166      0.21272562
      1009.00       1.4045800       1.2971116      0.20647821
      1019.00       1.3632662       1.2576361      0.20040495
      1028.00       1.3231257       1.2196564      0.19450415
      1038.00       1.2835953       1.1824397      0.18869304
      1047.00       1.2458241       1.1467113      0.18314054
      1057.00       1.2092260       1.1117533      0.17776050
      1067.00       1.1732378       1.0779172      0.17247010
      1076.00       1.1384229       1.0452030      0.16735219
      1086.00       1.1047808       1.0132515      0.16240668
      1096.00       1.0723116      0.98242205      0.15763360
      1107.00       1.0404527      0.95271449      0.15295022
      1117.00       1.0097665      0.92376980      0.14843924
      1127.00      0.97967876      0.89557294      0.14401624
      1138.00      0.95075220      0.86813913      0.13976393
      1148.00      0.92243561      0.84181961      0.13560129
      1159.00      0.89471728      0.81625557      0.13152660
      1169.00      0.86816024      0.79143948      0.12762262
      1180.00      0.84220141      0.76737872      0.12380658
      1191.00      0.81741552      0.74407329      0.12016297
      1202.00      0.79322795      0.72114936      0.11660731
      1213.00      0.76962690      0.69934736      0.11313787
      1225.00      0.74661239      0.67791933      0.10975466
      1236.00      0.72419605      0.65724663      0.10645938
      1247.00      0.70295268      0.63732200      0.10333653
      1259.00      0.68172119      0.61777872      0.10021542
      1271.00      0.66166258      0.59898325     0.097266736
      1282.00      0.64160406      0.58093584     0.094318062
      1294.00      0.62273021      0.56326984     0.091543541
      1306.00      0.60385646      0.54598541     0.088769032
      1318.00      0.58609809      0.52944872     0.086158490
      1330.00      0.56862727      0.51328606     0.083590216
      1343.00      0.55163967      0.49750483     0.081092980
      1355.00      0.53518108      0.48246405     0.078673509
      1368.00      0.51920578      0.46780471     0.076325082
      1380.00      0.50374782      0.45352682     0.074052708
      1393.00      0.48870386      0.43962293     0.071841193
      1406.00      0.47413149      0.42646693     0.069699004
      1419.00      0.45997786      0.41331090     0.067618370
      1432.00      0.44623605      0.40091028     0.065598275
      1445.00      0.43296337      0.38850969     0.063647144
      1459.00      0.42004615      0.37685702     0.061748267
      1472.00      0.40748433      0.36539507     0.059901636
      1486.00      0.39533425      0.35430706     0.058115531
      1500.00      0.38353838      0.34355640     0.056381496
      1514.00      0.37215429      0.33315056     0.054707995
      1528.00      0.36106693      0.32303784     0.053078113
      1542.00      0.35027518      0.31326994     0.051491688
      1556.00      0.33983654      0.30376231     0.049957171
      1570.00      0.32975098      0.29455534     0.048474558
      1585.00      0.31990232      0.28564905     0.047026771
      1600.00      0.31040677      0.27700603     0.045630891
      1614.00      0.30114815      0.26862554     0.044269841
      1629.00      0.29218513      0.26050905     0.042952246
      1644.00      0.28351537      0.25261767     0.041677761
      1660.00      0.27508257      0.24498961     0.040438109
      1675.00      0.26688556      0.23758664     0.039233119
      1690.00      0.25892545      0.23040957     0.038062956
      1706.00      0.25125865      0.22345833     0.036935908
      1722.00      0.24377011      0.21669484     0.035835067
      1738.00      0.23651735      0.21015648     0.034768886
      1754.00      0.22949923      0.20384325     0.033737198
      1770.00      0.22266054      0.19768184     0.032731885
      1786.00      0.21605529      0.19174406     0.031760890
      1803.00      0.20968581      0.18595812     0.030824555
      1820.00      0.20343602      0.18035990     0.029905813
      1837.00      0.19742193      0.17494866     0.029021721
      1854.00      0.19158385      0.16968851     0.028163503
      1871.00      0.18586541      0.16457868     0.027322872
      1888.00      0.18038156      0.15965659     0.026516726
      1905.00      0.17501619      0.15484742     0.025727998
      1923.00      0.16982793      0.15022525     0.024965306
      1941.00      0.16481564      0.14571674     0.024228481
      1959.00      0.15998049      0.14135861     0.023517697
      1977.00      0.15520631      0.13711337     0.022815875
      1995.00      0.15066441      0.13301774     0.022148200
      2014.00      0.14618465      0.12903503     0.021489660
      2032.00      0.14188088      0.12516603     0.020856991
      2051.00      0.13769438      0.12144584     0.020241561
      2070.00      0.13362635      0.11780193     0.019643545
      2089.00      0.12967682      0.11430764     0.019062950
      2109.00      0.12584458      0.11088888     0.018499598
      2128.00      0.12213079      0.10758229     0.017953657
      2148.00      0.11853434      0.10438866     0.017424967
      2168.00      0.11505518      0.10127056     0.016913518
      2188.00      0.11169448     0.098265391     0.016419483
      2208.00      0.10839364     0.095335025     0.015934247
      2228.00      0.10521007     0.092516839     0.015466251
      2249.00      0.10214380     0.089774203     0.015015499
      2270.00     0.099137365     0.087107100     0.014573543
      2291.00     0.096248224     0.084515535     0.014148829
      2312.00     0.093418914     0.081998770     0.013732910
      2333.00     0.090649435     0.079593451     0.013325787
      2355.00     0.087996069     0.077227011     0.012935733
      2377.00     0.085461181     0.074936112     0.012563095
      2399.00     0.082927470     0.072719266     0.012190631
      2421.00     0.080509883     0.070577951     0.011835237
      2443.00     0.078152126     0.068511436     0.011488638
      2466.00     0.075910498     0.066483064     0.011159111
      2489.00     0.073671215     0.064529490     0.010829929
      2512.00     0.071549225     0.062614050     0.010517989
      2535.00     0.069428410     0.060773401     0.010206221
      2559.00     0.067423725     0.059007551    0.0099115257
      2582.00     0.065477699     0.057279099    0.0096254530
      2606.00     0.063591488     0.055588783    0.0093481734
      2630.00     0.061706461     0.053973270    0.0090710677
      2655.00     0.059937554     0.052395895    0.0088110321
      2679.00     0.058204301     0.050855919    0.0085562378
      2704.00     0.056518220     0.049353336    0.0083083780
      2729.00     0.054885024     0.047925546    0.0080682923
      2754.00     0.053300160     0.046535901    0.0078353117
      2780.00     0.051761282     0.045183657    0.0076090913
      2805.00     0.050270727     0.043868802    0.0073899745
      2831.00     0.048820415     0.042591346    0.0071767734
      2858.00     0.047417377     0.041352034    0.0069705218
      2884.00     0.046049988     0.040150118    0.0067695109
      2911.00     0.044729645     0.038985597    0.0065754158
      2938.00     0.043444723     0.037858469    0.0063865277
      2965.00     0.042195226     0.036758499    0.0062028472
      2992.00     0.040986902     0.035695174    0.0060252194
      3020.00     0.039813891     0.034658251    0.0058527825
      3048.00     0.038670548     0.033655804    0.0056847071
      3076.00     0.037556657     0.032682682    0.0055209612
      3105.00     0.036478072     0.031735958    0.0053624054
      3133.00     0.035434794     0.030819750    0.0052090399
      3162.00     0.034421070     0.029929497    0.0050600189
      3192.00     0.033436795     0.029065644    0.0049153269
      3221.00     0.032481960     0.028227965    0.0047749628
      3251.00     0.031550819     0.027412954    0.0046380818
      3281.00     0.030649124     0.026624191    0.0045055294
      3311.00     0.029776752     0.025857942    0.0043772877
      3342.00     0.028928077     0.025117943    0.0042525294
      3373.00     0.028103096     0.024396795    0.0041312543
      3404.00     0.027307320     0.023694492    0.0040142724
      3436.00     0.026529377     0.023018294    0.0038999121
      3467.00     0.025775012     0.022357352    0.0037890178
      3499.00     0.025044222     0.021718774    0.0036815890
      3532.00     0.024337012     0.021099043    0.0035776267
      3565.00     0.023647514     0.020494418    0.0034762680
      3597.00     0.022975730     0.019912161    0.0033775134
      3631.00     0.022327404     0.019345009    0.0032822073
      3664.00     0.021696792     0.018792892    0.0031895050
      3698.00     0.021083889     0.018259546    0.0030994061
      3733.00     0.020488703     0.017741234    0.0030119117
      3767.00     0.019911225     0.017237954    0.0029270204
      3802.00     0.019351348     0.016749708    0.0028447165
      3837.00     0.018809062     0.016272755    0.0027649985
      3873.00     0.018284490     0.015814503    0.0026878846
      3908.00     0.017771764     0.015367543    0.0026125120
      3945.00     0.017270887     0.014931876    0.0025388814
      3981.00     0.016787722     0.014511243    0.0024678544
      4018.00     0.016316285     0.014101827    0.0023985515
      4055.00     0.015862447     0.013703709    0.0023318357
      4093.00     0.015414709     0.013316884    0.0022660167
      4130.00     0.014984445     0.012941348    0.0022027663
      4169.00     0.014566031     0.012577033    0.0021412580
      4207.00     0.014159464     0.012223939    0.0020814913
      4246.00     0.013764628     0.011878473    0.0020234489
      4285.00     0.013381519     0.011547889    0.0019671306
      4325.00     0.013010262     0.011221195    0.0019125545
      4365.00     0.012644985     0.010909386    0.0018588574
      4406.00     0.012297185     0.010601539    0.0018077296
      4446.00     0.011955369     0.010304837    0.0017574815
      4487.00     0.011619535     0.010015615    0.0017081127
      4529.00     0.011301295    0.0097376851    0.0016613303
      4571.00     0.010983175    0.0094635709    0.0016145655
      4613.00     0.010682530    0.0092006754    0.0015703697
      4656.00     0.010387870    0.0089452590    0.0015270535
      4699.00     0.010099191    0.0086973218    0.0014846167
      4742.00    0.0098222413    0.0084532736    0.0014439042
      4786.00    0.0095511575    0.0082203698    0.0014040539
      4831.00    0.0092860558    0.0079912806    0.0013650830
      4875.00    0.0090268208    0.0077697457    0.0013269745
      4920.00    0.0087793145    0.0075519499    0.0012905902
      4966.00    0.0085376722    0.0073453727    0.0012550680
      5012.00    0.0083020138    0.0071388710    0.0012204253
      5058.00    0.0080779674    0.0069435116    0.0011874897
      5105.00    0.0078541571    0.0067519689    0.0011545888
      5152.00    0.0076362103    0.0065642395    0.0011225499
      5200.00    0.0074298774    0.0063839152    0.0010922182
      5248.00    0.0072236601    0.0062074042    0.0010619035
      5297.00    0.0070291753    0.0060347083    0.0010333136
      5346.00    0.0068346896    0.0058694173    0.0010047235
      5395.00    0.0066461858    0.0057079400   0.00097701278
      5445.00    0.0064692944    0.0055502772   0.00095100913
      5495.00    0.0062925220    0.0053962800   0.00092502295
      5546.00    0.0061158657    0.0052498355   0.00089905385
      5598.00    0.0059508226    0.0051070573   0.00087479193
      5649.00    0.0057900374    0.0049644276   0.00085115595
      5702.00    0.0056321266    0.0048292033   0.00082794249
      5754.00    0.0054789303    0.0046977181   0.00080542210
      5808.00    0.0053297576    0.0045700471   0.00078349319
      5861.00    0.0051854184    0.0044424512   0.00076227482
      5916.00    0.0050446451    0.0043221849   0.00074158064
      5970.00    0.0049078951    0.0042057327   0.00072147791
      6026.00    0.0047747459    0.0040893554   0.00070190450
      6081.00    0.0046457025    0.0039767181   0.00068293467
      6138.00    0.0045201899    0.0038678948   0.00066448388
      6194.00    0.0043976450    0.0037627364   0.00064646935
      6252.00    0.0042792059    0.0036620510   0.00062905838
      6310.00    0.0041637223    0.0035625393   0.00061208188
      6368.00    0.0040511832    0.0034655933   0.00059553824
      6427.00    0.0039421751    0.0033717287   0.00057951366
      6486.00    0.0038361230    0.0032805045   0.00056392363
      6546.00    0.0037330033    0.0031914789   0.00054876466
      6607.00    0.0036328397    0.0031051159   0.00053404026
      6668.00    0.0035350333    0.0030213707   0.00051966237
      6730.00    0.0034401717    0.0029395104   0.00050571739
      6792.00    0.0033482543    0.0028602753   0.00049220520
      6855.00    0.0032586942    0.0027832836   0.00047903955
      6918.00    0.0031714925    0.0027081846   0.00046622060
      6982.00    0.0030866484    0.0026353290   0.00045374821
      7047.00    0.0030041617    0.0025643583   0.00044162238
      7112.00    0.0029234469    0.0024952577   0.00042975702
      7178.00    0.0028456642    0.0024284082   0.00041832268
      7244.00    0.0027696525    0.0023630695   0.00040714870
      7311.00    0.0026954242    0.0022996080   0.00039623687
      7379.00    0.0026235421    0.0022376498   0.00038566995
      7447.00    0.0025540059    0.0021775692   0.00037544789
      7516.00    0.0024856658    0.0021193581   0.00036540166
      7586.00    0.0024196721    0.0020626504   0.00035570034
      7656.00    0.0023554493    0.0020074461   0.00034625936
      7727.00    0.0022924235    0.0019537525   0.00033699435
      7798.00    0.0022317312    0.0019015546   0.00032807236
      7870.00    0.0021727993    0.0018504864   0.00031940917
      7943.00    0.0021150634    0.0018012953   0.00031092178
      8017.00    0.0020590869    0.0017532261   0.00030269305
      8091.00    0.0020043073    0.0017066603   0.00029464024
      8166.00    0.0019512753    0.0016612242   0.00028684436
      8241.00    0.0019000144    0.0016169168   0.00027930883
      8318.00    0.0018499268    0.0015740981   0.00027194577
      8395.00    0.0018010356    0.0015320500   0.00026475860
      8472.00    0.0017533172    0.0014914898   0.00025774382
      8551.00    0.0017073586    0.0014520592   0.00025098774
      8630.00    0.0016625729    0.0014133914   0.00024440409
      8710.00    0.0016189719    0.0013762046   0.00023799458
      8790.00    0.0015759693    0.0013397807   0.00023167305
      8872.00    0.0015347259    0.0013044861   0.00022561012
      8954.00    0.0014946557    0.0012699395   0.00021971967
      9036.00    0.0014551839    0.0012365146   0.00021391717
      9120.00    0.0014168847    0.0012034713   0.00020828706
      9204.00    0.0013791841    0.0011715499   0.00020274494
      9290.00    0.0013432430    0.0011403839   0.00019746147
      9376.00    0.0013073134    0.0011099731   0.00019217969
      9462.00    0.0012731319    0.0010806770   0.00018715488
      9550.00    0.0012395485    0.0010517696   0.00018221800
      9638.00    0.0012065633    0.0010239768   0.00017736907
      9727.00    0.0011747394   0.00099657289   0.00017269084
      9817.00    0.0011435254   0.00097028316   0.00016810227
      9908.00    0.0011134729   0.00094437518   0.00016368444
      10000.0    0.0010840183   0.00091958145   0.00015935452
